Reporting_Period,Holder_Sector,Instrument_Type,Issuer_Region,Issuer_Sector,Nominal_Currency,Original_Maturity,Holding_Amount
2024-12,FVC,Debt Securities,Other Euro Area,NFC,Non-Euro,Long-Term,158.00
2024-12,IC,Debt Securities,Ireland,GOV,Euro,Long-Term,1481.00
2024-12,NFC,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,474.00
2024-12,FVC,Debt Securities,United States,NFC,Euro,Long-Term,29222.00
2024-12,OFI,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,522.00
2024-12,PF,Listed Shares,Other Euro Area,OFI,Euro,N/A,33.00
2024-12,IC,Listed Shares,Ireland,NFC,Non-Euro,N/A,869.00
2024-12,IF,Debt Securities,United Kingdom,CI,Euro,Long-Term,2345.00
2024-12,IF,Debt Securities,Rest of World,GOV,Euro,Long-Term,9320.00
2024-12,FVC,Debt Securities,United Kingdom,OFI,Euro,Long-Term,20611.00
2024-12,IC,Debt Securities,United Kingdom,CI,Euro,Long-Term,895.00
2024-12,OFI,Debt Securities,United States,OFI,Euro,Short-Term,15.00
2024-12,PF,IF Shares,Ireland,IF,Non-Euro,N/A,482.00
2024-12,PF,Listed Shares,Ireland,OFI,Euro,N/A,14.00
2024-12,HH,Debt Securities,Ireland,GOV,Euro,Long-Term,912.00
2024-12,IF,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,2117.00
2024-12,PF,Listed Shares,Ireland,NFC,Euro,N/A,49.00
2024-12,CI,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,338.00
2024-12,FVC,Debt Securities,United Kingdom,CI,Euro,Long-Term,104.00
2024-12,IF,Debt Securities,United Kingdom,OFI,Euro,Long-Term,7630.00
2024-12,PF,Debt Securities,Other Euro Area,CI,Euro,Long-Term,469.00
2024-12,HH,IF Shares,United Kingdom,IF,Non-Euro,N/A,1072.00
2024-12,IF,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,12396.00
2024-12,PF,Debt Securities,Ireland,GOV,Euro,Long-Term,1083.00
2024-12,NFC,MMF Shares,Ireland,MMF,Euro,N/A,225.00
2024-12,IF,Debt Securities,Rest of World,NFC,Euro,Short-Term,71.00
2024-12,MMF,Debt Securities,Ireland,CI,Euro,Short-Term,218.00
2024-12,PF,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,69.00
2024-12,HH,Listed Shares,Rest of World,CI,Non-Euro,N/A,13.00
2024-12,OFI,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,1741.00
2024-12,OFI,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,1077.00
2024-12,IF,Debt Securities,United States,OFI,Euro,Short-Term,30.00
2024-12,CI,Listed Shares,Ireland,NFC,Euro,N/A,693.00
2024-12,IF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,43939.00
2024-12,NFC,Debt Securities,Ireland,OFI,Euro,Long-Term,18.00
2024-12,HH,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,98.00
2024-12,NFC,IF Shares,Other Euro Area,IF,Non-Euro,N/A,15.00
2024-12,IC,Listed Shares,Rest of World,CI,Non-Euro,N/A,1739.00
2024-12,IF,Debt Securities,Other Euro Area,GOV,Non-Euro,Short-Term,217.00
2024-12,CI,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,1056.00
2024-12,IF,MMF Shares,Other Euro Area,MMF,Euro,N/A,1568.00
2024-12,HH,Listed Shares,Ireland,OFI,Euro,N/A,577.00
2024-12,HH,Listed Shares,United States,CI,Non-Euro,N/A,20.00
2024-12,FVC,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,813.00
2024-12,CI,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,566.00
2024-12,IC,Listed Shares,Ireland,NFC,Euro,N/A,1045.00
2024-12,CI,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,15.00
2024-12,FVC,Debt Securities,United States,CI,Euro,Long-Term,184.00
2024-12,IC,IF Shares,United States,IF,Non-Euro,N/A,1516.00
2024-12,IC,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,1972.00
2024-12,CI,MMF Shares,Ireland,MMF,Euro,N/A,16.00
2024-12,OFI,Debt Securities,United States,GOV,Non-Euro,Short-Term,145.00
2024-12,NFC,MMF Shares,Other Euro Area,MMF,Euro,N/A,1834.00
2024-12,MMF,Debt Securities,Rest of World,OFI,Euro,Short-Term,2260.00
2024-12,IF,Listed Shares,Rest of World,NFC,Non-Euro,N/A,378213.00
2024-12,CI,Debt Securities,United States,NFC,Non-Euro,Long-Term,114.00
2024-12,OFI,Debt Securities,United Kingdom,OFI,Euro,Short-Term,274.00
2024-12,PF,IF Shares,United Kingdom,IF,Euro,N/A,265.00
2024-12,MMF,Debt Securities,United Kingdom,NFC,Euro,Short-Term,82.00
2024-12,MMF,Debt Securities,Ireland,NFC,Non-Euro,Short-Term,19.00
2024-12,OFI,IF Shares,Other Euro Area,IF,Non-Euro,N/A,39.00
2024-12,OFI,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,621.00
2024-12,MMF,Debt Securities,United States,NFC,Non-Euro,Long-Term,579.00
2024-12,OFI,IF Shares,Ireland,IF,Non-Euro,N/A,107.00
2024-12,CI,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,2407.00
2024-12,HH,Debt Securities,Rest of World,OFI,Euro,Long-Term,15.00
2024-12,PF,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,40.00
2024-12,IF,Debt Securities,United States,GOV,Non-Euro,Long-Term,153014.00
2024-12,IC,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,14.00
2024-12,MMF,Debt Securities,United States,OFI,Non-Euro,Long-Term,2787.00
2024-12,PF,IF Shares,Rest of World,IF,Non-Euro,N/A,568.00
2024-12,IC,IF Shares,Rest of World,IF,Non-Euro,N/A,3464.00
2024-12,OFI,Debt Securities,United States,OFI,Euro,Long-Term,8622.00
2024-12,IC,IF Shares,Ireland,IF,Non-Euro,N/A,19456.00
2024-12,CI,MMF Shares,Other Euro Area,MMF,Non-Euro,N/A,114.00
2024-12,HH,IF Shares,Rest of World,IF,Non-Euro,N/A,102.00
2024-12,IF,Debt Securities,Rest of World,GOV,Euro,Short-Term,171.00
2024-12,MMF,Debt Securities,United Kingdom,CI,Euro,Long-Term,4511.00
2024-12,IC,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,1059.00
2024-12,MMF,Debt Securities,United States,CI,Non-Euro,Short-Term,42277.00
2024-12,IC,Listed Shares,Ireland,OFI,Non-Euro,N/A,16.00
2024-12,IC,Debt Securities,United States,GOV,Non-Euro,Short-Term,442.00
2024-12,IF,Listed Shares,Ireland,OFI,Non-Euro,N/A,674.00
2024-12,HH,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,240.00
2024-12,IF,Debt Securities,Other Euro Area,CI,Euro,Long-Term,41480.00
2024-12,IC,IF Shares,United States,IF,Euro,N/A,184.00
2024-12,CI,Debt Securities,Ireland,OFI,Euro,Long-Term,12996.00
2024-12,OFI,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,409.00
2024-12,PF,MMF Shares,Ireland,MMF,Euro,N/A,1465.00
2024-12,OFI,Debt Securities,United States,NFC,Euro,Short-Term,82.00
2024-12,OFI,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,2567.00
2024-12,OFI,Debt Securities,Ireland,CI,Non-Euro,Long-Term,11.00
2024-12,PF,Listed Shares,Ireland,NFC,Non-Euro,N/A,16.00
2024-12,IF,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,21166.00
2024-12,OFI,Debt Securities,Ireland,CI,Euro,Long-Term,2257.00
2024-12,OFI,Debt Securities,United States,CI,Euro,Long-Term,842.00
2024-12,PF,Debt Securities,Rest of World,NFC,Euro,Long-Term,62.00
2024-12,CI,Listed Shares,United States,NFC,Non-Euro,N/A,186.00
2024-12,PF,Debt Securities,United States,CI,Non-Euro,Long-Term,12.00
2024-12,HH,IF Shares,Rest of World,IF,Euro,N/A,14.00
2024-12,MMF,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,5314.00
2024-12,MMF,Debt Securities,United Kingdom,OFI,Non-Euro,Short-Term,2167.00
2024-12,MMF,Debt Securities,Other Euro Area,OFI,Non-Euro,Short-Term,13706.00
2024-12,OFI,Debt Securities,Rest of World,GOV,Euro,Long-Term,93.00
2024-12,FVC,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,146104.00
2024-12,IF,Listed Shares,Rest of World,OFI,Non-Euro,N/A,59298.00
2024-12,IF,Debt Securities,United States,NFC,Euro,Short-Term,312.00
2024-12,MMF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,242.00
2024-12,CI,Listed Shares,Rest of World,CI,Non-Euro,N/A,-63.00
2024-12,OFI,Debt Securities,United Kingdom,NFC,Non-Euro,Long-Term,713.00
2024-12,CI,Debt Securities,United States,GOV,Non-Euro,Long-Term,7717.00
2024-12,IF,MMF Shares,United Kingdom,MMF,Non-Euro,N/A,15.00
2024-12,IF,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,5447.00
2024-12,FVC,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,828.00
2024-12,MMF,Debt Securities,Ireland,CI,Non-Euro,Short-Term,787.00
2024-12,PF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,790.00
2024-12,IC,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,2306.00
2024-12,CI,Debt Securities,United Kingdom,CI,Euro,Long-Term,1098.00
2024-12,IF,Debt Securities,Rest of World,CI,Euro,Long-Term,9800.00
2024-12,CI,Listed Shares,Other Euro Area,CI,Euro,N/A,176.00
2024-12,FVC,Debt Securities,United States,GOV,Non-Euro,Short-Term,17.00
2024-12,HH,MMF Shares,Ireland,MMF,Non-Euro,N/A,30.00
2024-12,FVC,Debt Securities,Rest of World,OFI,Euro,Long-Term,7216.00
2024-12,IF,IF Shares,Rest of World,IF,Euro,N/A,2730.00
2024-12,FVC,Debt Securities,Ireland,OFI,Euro,Long-Term,4001.00
2024-12,PF,Listed Shares,Other Euro Area,NFC,Euro,N/A,178.00
2024-12,IF,Debt Securities,Ireland,CI,Euro,Long-Term,236.00
2024-12,PF,MMF Shares,Other Euro Area,MMF,Euro,N/A,288.00
2024-12,HH,Listed Shares,Ireland,NFC,Non-Euro,N/A,261.00
2024-12,IC,Listed Shares,United States,OFI,Non-Euro,N/A,6048.00
2024-12,FVC,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,73.00
2024-12,OFI,Debt Securities,Rest of World,OFI,Euro,Long-Term,3183.00
2024-12,HH,MMF Shares,Ireland,MMF,Euro,N/A,355.00
2024-12,CI,MMF Shares,United States,MMF,Non-Euro,N/A,122.00
2024-12,HH,Debt Securities,United Kingdom,CI,Euro,Long-Term,21.00
2024-12,NFC,IF Shares,United Kingdom,IF,Non-Euro,N/A,25.00
2024-12,OFI,Listed Shares,Other Euro Area,NFC,Euro,N/A,147.00
2024-12,IF,Listed Shares,United States,OFI,Non-Euro,N/A,147626.00
2024-12,OFI,Debt Securities,United Kingdom,NFC,Euro,Long-Term,6697.00
2024-12,HH,Listed Shares,Other Euro Area,NFC,Euro,N/A,600.00
2024-12,FVC,Debt Securities,United Kingdom,NFC,Euro,Long-Term,37268.00
2024-12,IC,IF Shares,Rest of World,IF,Euro,N/A,552.00
2024-12,IF,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,2047.00
2024-12,IF,IF Shares,Other Euro Area,IF,Non-Euro,N/A,19924.00
2024-12,OFI,Listed Shares,United States,NFC,Non-Euro,N/A,613.00
2024-12,IC,Debt Securities,Ireland,CI,Euro,Long-Term,1088.00
2024-12,MMF,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,63771.00
2024-12,CI,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,601.00
2024-12,NFC,Listed Shares,Other Euro Area,OFI,Euro,N/A,27.00
2024-12,PF,Debt Securities,Ireland,OFI,Euro,Long-Term,279.00
2024-12,IF,Debt Securities,United Kingdom,CI,Euro,Short-Term,907.00
2024-12,HH,Listed Shares,Rest of World,NFC,Non-Euro,N/A,538.00
2024-12,NFC,Listed Shares,United States,OFI,Non-Euro,N/A,54.00
2024-12,PF,Debt Securities,United States,OFI,Non-Euro,Long-Term,183.00
2024-12,PF,Listed Shares,United States,NFC,Non-Euro,N/A,785.00
2024-12,IF,Debt Securities,Rest of World,NFC,Non-Euro,Long-Term,32994.00
2024-12,IF,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,67710.00
2024-12,IC,Debt Securities,Rest of World,CI,Euro,Long-Term,2449.00
2024-12,IC,Debt Securities,United Kingdom,CI,Euro,Short-Term,18.00
2024-12,PF,Debt Securities,United Kingdom,NFC,Euro,Long-Term,54.00
2024-12,CI,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,375.00
2024-12,OFI,Debt Securities,Rest of World,NFC,Euro,Short-Term,264.00
2024-12,PF,Debt Securities,Rest of World,OFI,Euro,Long-Term,95.00
2024-12,FVC,Debt Securities,United States,OFI,Euro,Long-Term,5292.00
2024-12,MMF,MMF Shares,Ireland,MMF,Euro,N/A,109.00
2024-12,HH,Listed Shares,United States,NFC,Non-Euro,N/A,2813.00
2024-12,FVC,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,1012.00
2024-12,OFI,Debt Securities,Other Euro Area,NFC,Non-Euro,Short-Term,14.00
2024-12,CI,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,240.00
2024-12,IC,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,80.00
2024-12,CI,Debt Securities,Rest of World,GOV,Euro,Long-Term,3373.00
2024-12,IF,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,42553.00
2024-12,OFI,Debt Securities,Ireland,NFC,Euro,Short-Term,20.00
2024-12,PF,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,17.00
2024-12,IC,Debt Securities,Rest of World,GOV,Euro,Short-Term,123.00
2024-12,IF,Debt Securities,United States,GOV,Non-Euro,Short-Term,44524.00
2024-12,IC,IF Shares,Ireland,IF,Euro,N/A,50185.00
2024-12,FVC,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,30896.00
2024-12,CI,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,7765.00
2024-12,FVC,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,294.00
2024-12,PF,Debt Securities,United Kingdom,CI,Euro,Long-Term,22.00
2024-12,MMF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,104.00
2024-12,IC,MMF Shares,United Kingdom,MMF,Non-Euro,N/A,221.00
2024-12,HH,MMF Shares,Other Euro Area,MMF,Euro,N/A,1932.00
2024-12,FVC,Debt Securities,Other Euro Area,CI,Euro,Short-Term,35.00
2024-12,NFC,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,225.00
2024-12,IC,Debt Securities,United States,CI,Euro,Long-Term,500.00
2024-12,OFI,Debt Securities,United States,OFI,Non-Euro,Long-Term,794.00
2024-12,MMF,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,84933.00
2024-12,HH,Debt Securities,Ireland,OFI,Euro,Long-Term,48.00
2024-12,MMF,Debt Securities,United Kingdom,CI,Non-Euro,Long-Term,5275.00
2024-12,OFI,Listed Shares,Rest of World,NFC,Non-Euro,N/A,129.00
2024-12,MMF,Debt Securities,United Kingdom,GOV,Non-Euro,Short-Term,10932.00
2024-12,IC,IF Shares,Other Euro Area,IF,Euro,N/A,56294.00
2024-12,IF,Debt Securities,United States,CI,Non-Euro,Long-Term,10819.00
2024-12,FVC,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,2402.00
2024-12,OFI,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,196.00
2024-12,PF,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,19.00
2024-12,CI,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,467.00
2024-12,MMF,MMF Shares,Ireland,MMF,Non-Euro,N/A,1755.00
2024-12,PF,Debt Securities,Rest of World,OFI,Non-Euro,Long-Term,14.00
2024-12,IF,IF Shares,Rest of World,IF,Non-Euro,N/A,79409.00
2024-12,MMF,Debt Securities,United Kingdom,GOV,Euro,Short-Term,106.00
2024-12,IF,Debt Securities,United States,CI,Euro,Long-Term,1030.00
2024-12,OFI,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,31.00
2024-12,NFC,Listed Shares,Ireland,OFI,Euro,N/A,123.00
2024-12,PF,Debt Securities,United States,OFI,Euro,Long-Term,123.00
2024-12,IC,IF Shares,Other Euro Area,IF,Non-Euro,N/A,14819.00
2024-12,IF,Listed Shares,United Kingdom,CI,Euro,N/A,11.00
2024-12,OFI,Debt Securities,Ireland,OFI,Euro,Long-Term,6167.00
2024-12,CI,MMF Shares,Other Euro Area,MMF,Euro,N/A,16.00
2024-12,OFI,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,294.00
2024-12,IF,IF Shares,Ireland,IF,Euro,N/A,78681.00
2024-12,CI,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,318.00
2024-12,OFI,Listed Shares,Ireland,NFC,Euro,N/A,433.00
2024-12,OFI,Debt Securities,Other Euro Area,NFC,Euro,Short-Term,37.00
2024-12,MMF,Debt Securities,United States,GOV,Non-Euro,Long-Term,18150.00
2024-12,IC,Debt Securities,United States,CI,Non-Euro,Long-Term,552.00
2024-12,NFC,Debt Securities,United States,OFI,Non-Euro,Short-Term,27.00
2024-12,IF,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,54044.00
2024-12,IF,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,1006.00
2024-09,CI,Debt Securities,Rest of World,GOV,Non-Euro,Short-Term,15.00
2024-09,HH,IF Shares,Rest of World,IF,Euro,N/A,14.00
2024-09,IF,Debt Securities,Rest of World,OFI,Euro,Short-Term,51.00
2024-09,IC,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,1267.00
2024-09,NFC,IF Shares,Other Euro Area,IF,Non-Euro,N/A,15.00
2024-09,OFI,Debt Securities,Rest of World,NFC,Euro,Long-Term,2562.00
2024-09,OFI,Debt Securities,Other Euro Area,CI,Euro,Long-Term,5225.00
2024-09,OFI,Listed Shares,Ireland,NFC,Euro,N/A,457.00
2024-09,HH,Listed Shares,United States,OFI,Non-Euro,N/A,497.00
2024-09,OFI,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,2151.00
2024-09,OFI,Debt Securities,United Kingdom,NFC,Euro,Short-Term,76.00
2024-09,MMF,Debt Securities,Rest of World,CI,Non-Euro,Long-Term,11797.00
2024-09,OFI,Debt Securities,United States,NFC,Euro,Long-Term,14991.00
2024-09,CI,Debt Securities,Ireland,NFC,Non-Euro,Long-Term,11.00
2024-09,IC,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,69.00
2024-09,IC,Listed Shares,Other Euro Area,OFI,Euro,N/A,1455.00
2024-09,OFI,Debt Securities,United States,GOV,Euro,Long-Term,125.00
2024-09,IF,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,8143.00
2024-09,FVC,Debt Securities,United States,CI,Non-Euro,Long-Term,251.00
2024-09,MMF,Debt Securities,Ireland,OFI,Euro,Short-Term,4693.00
2024-09,PF,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,103.00
2024-09,IC,Listed Shares,Rest of World,OFI,Euro,N/A,35.00
2024-09,IF,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,19451.00
2024-09,HH,Listed Shares,Other Euro Area,CI,Euro,N/A,36.00
2024-09,MMF,Debt Securities,United States,OFI,Non-Euro,Short-Term,17444.00
2024-09,CI,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,16.00
2024-09,MMF,Debt Securities,United States,NFC,Euro,Short-Term,1046.00
2024-09,IF,Debt Securities,United States,OFI,Euro,Long-Term,7086.00
2024-09,FVC,Debt Securities,Rest of World,NFC,Euro,Long-Term,15946.00
2024-09,IC,MMF Shares,Ireland,MMF,Euro,N/A,5779.00
2024-09,HH,Listed Shares,Other Euro Area,OFI,Euro,N/A,178.00
2024-09,CI,Debt Securities,United Kingdom,GOV,Non-Euro,Long-Term,-302.00
2024-09,OFI,Debt Securities,Ireland,NFC,Euro,Long-Term,1740.00
2024-09,FVC,Debt Securities,United Kingdom,OFI,Euro,Long-Term,17786.00
2024-09,OFI,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,16981.00
2024-09,PF,Listed Shares,Ireland,OFI,Euro,N/A,14.00
2024-09,NFC,Listed Shares,United Kingdom,OFI,Non-Euro,N/A,56.00
2024-09,HH,Listed Shares,Ireland,OFI,Non-Euro,N/A,13.00
2024-09,IF,Debt Securities,Other Euro Area,NFC,Euro,Long-Term,45180.00
2024-09,NFC,IF Shares,Other Euro Area,IF,Euro,N/A,206.00
2024-09,MMF,Debt Securities,United Kingdom,CI,Non-Euro,Short-Term,74241.00
2024-09,CI,IF Shares,Ireland,IF,Non-Euro,N/A,20.00
2024-09,OFI,Debt Securities,Ireland,OFI,Euro,Short-Term,304.00
2024-09,IF,Listed Shares,Rest of World,CI,Non-Euro,N/A,46660.00
2024-09,NFC,IF Shares,Ireland,IF,Non-Euro,N/A,176.00
2024-09,IF,Debt Securities,Ireland,CI,Non-Euro,Short-Term,160.00
2024-09,IF,IF Shares,Rest of World,IF,Non-Euro,N/A,74063.00
2024-09,IF,MMF Shares,Other Euro Area,MMF,Euro,N/A,1543.00
2024-09,IC,IF Shares,United Kingdom,IF,Non-Euro,N/A,30817.00
2024-09,FVC,Debt Securities,United States,NFC,Non-Euro,Long-Term,494.00
2024-09,OFI,Listed Shares,United Kingdom,NFC,Euro,N/A,894.00
2024-09,OFI,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,2119.00
2024-09,IF,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,17026.00
2024-09,MMF,Debt Securities,Ireland,OFI,Non-Euro,Short-Term,4688.00
2024-09,OFI,Debt Securities,Other Euro Area,OFI,Non-Euro,Long-Term,557.00
2024-09,FVC,Debt Securities,United States,NFC,Euro,Long-Term,28460.00
2024-09,MMF,Debt Securities,Rest of World,NFC,Non-Euro,Short-Term,1652.00
2024-09,PF,Listed Shares,Rest of World,OFI,Non-Euro,N/A,42.00
2024-09,HH,Listed Shares,Ireland,NFC,Euro,N/A,3812.00
2024-09,CI,Debt Securities,Ireland,OFI,Euro,Short-Term,130.00
2024-09,CI,Listed Shares,United Kingdom,NFC,Euro,N/A,253.00
2024-09,MMF,Debt Securities,Other Euro Area,OFI,Euro,Long-Term,282.00
2024-09,IC,Listed Shares,Ireland,NFC,Non-Euro,N/A,791.00
2024-09,FVC,Debt Securities,United States,GOV,Non-Euro,Long-Term,925.00
2024-09,IF,Debt Securities,Other Euro Area,GOV,Non-Euro,Long-Term,773.00
2024-09,IF,Debt Securities,Other Euro Area,CI,Non-Euro,Short-Term,1756.00
2024-09,IC,Listed Shares,Rest of World,NFC,Euro,N/A,171.00
2024-09,IF,Debt Securities,Ireland,OFI,Non-Euro,Short-Term,361.00
2024-09,OFI,IF Shares,Other Euro Area,IF,Euro,N/A,349.00
2024-09,OFI,Debt Securities,United Kingdom,OFI,Euro,Long-Term,4781.00
2024-09,MMF,Debt Securities,Other Euro Area,NFC,Non-Euro,Short-Term,1033.00
2024-09,CI,Debt Securities,Other Euro Area,CI,Non-Euro,Long-Term,962.00
2024-09,PF,Debt Securities,United Kingdom,NFC,Euro,Long-Term,44.00
2024-09,MMF,Debt Securities,Rest of World,CI,Euro,Long-Term,499.00
2024-09,NFC,Debt Securities,United States,GOV,Non-Euro,Short-Term,2706.00
2024-09,OFI,Debt Securities,United States,GOV,Non-Euro,Long-Term,90.00
2024-09,CI,IF Shares,Ireland,IF,Euro,N/A,83.00
2024-09,IF,Listed Shares,Other Euro Area,NFC,Euro,N/A,144244.00
2024-09,IF,MMF Shares,Ireland,MMF,Euro,N/A,6105.00
2024-09,CI,Debt Securities,Other Euro Area,GOV,Euro,Short-Term,1013.00
2024-09,IC,MMF Shares,Other Euro Area,MMF,Euro,N/A,2960.00
2024-09,OFI,Debt Securities,Other Euro Area,OFI,Euro,Short-Term,35.00
2024-09,IF,Listed Shares,Other Euro Area,NFC,Non-Euro,N/A,82.00
2024-09,NFC,Listed Shares,Ireland,NFC,Non-Euro,N/A,36.00
2024-09,MMF,Debt Securities,United States,CI,Non-Euro,Long-Term,4327.00
2024-09,CI,Debt Securities,Rest of World,GOV,Euro,Short-Term,11.00
2024-09,IC,MMF Shares,Rest of World,MMF,Non-Euro,N/A,40.00
2024-09,IC,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,11.00
2024-09,HH,Debt Securities,Ireland,NFC,Euro,Long-Term,21.00
2024-09,NFC,Debt Securities,Ireland,OFI,Euro,Long-Term,20.00
2024-09,IF,Listed Shares,Rest of World,NFC,Non-Euro,N/A,385833.00
2024-09,IF,MMF Shares,Rest of World,MMF,Non-Euro,N/A,428.00
2024-09,IF,Listed Shares,Ireland,OFI,Non-Euro,N/A,738.00
2024-09,IC,Listed Shares,Ireland,OFI,Non-Euro,N/A,14.00
2024-09,IF,Debt Securities,United States,CI,Non-Euro,Short-Term,2208.00
2024-09,IF,Debt Securities,United States,OFI,Euro,Short-Term,31.00
2024-09,IC,Debt Securities,Rest of World,CI,Euro,Short-Term,28.00
2024-09,IF,Listed Shares,Other Euro Area,CI,Non-Euro,N/A,12.00
2024-09,IF,Debt Securities,Other Euro Area,CI,Euro,Short-Term,1077.00
2024-09,CI,Listed Shares,United Kingdom,NFC,Non-Euro,N/A,993.00
2024-09,IC,Debt Securities,United Kingdom,NFC,Euro,Long-Term,501.00
2024-09,IF,MMF Shares,United States,MMF,Non-Euro,N/A,1794.00
2024-09,CI,Debt Securities,Ireland,CI,Euro,Long-Term,10060.00
2024-09,FVC,Debt Securities,Rest of World,GOV,Euro,Long-Term,212.00
2024-09,PF,Debt Securities,Other Euro Area,GOV,Euro,Long-Term,8149.00
2024-09,CI,Debt Securities,Rest of World,OFI,Non-Euro,Short-Term,11.00
2024-09,PF,Debt Securities,United Kingdom,OFI,Non-Euro,Long-Term,157.00
2024-09,FVC,Debt Securities,Rest of World,GOV,Non-Euro,Long-Term,873.00
2024-09,IF,Debt Securities,United States,NFC,Euro,Long-Term,10587.00
2024-09,IF,IF Shares,United Kingdom,IF,Non-Euro,N/A,17753.00
2024-09,PF,Debt Securities,United States,NFC,Non-Euro,Long-Term,254.00
2024-09,CI,Debt Securities,Rest of World,CI,Non-Euro,Short-Term,113.00
2024-09,IF,Listed Shares,Other Euro Area,OFI,Non-Euro,N/A,1111.00
2024-09,IF,Debt Securities,Ireland,OFI,Non-Euro,Long-Term,7659.00
2024-09,OFI,Debt Securities,Rest of World,OFI,Euro,Short-Term,95.00
